date,account_id,segment,region,industry,product,channel,spend,impressions,clicks,leads,stage,opportunity_value,rep_id,cycle_days,status,renewal_flag,expansion_value
2025-03-20,A00399,Mid-Market,NA,Ecommerce,Add-on B,events,230.73,2374,0,0,MQL,14287.37,R030,103,open,1,0.0
2025-03-21,A01146,SMB,APAC,SaaS,Add-on A,events,2824.36,25415,0,0,SQL,2013.37,R037,41,open,1,0.0
2025-03-22,A01453,SMB,EMEA,Ecommerce,Core,paid_social,492.56,5668,68,3,Closed-Won,8137.17,R012,62,closed,0,1627.43
2025-03-23,A00396,SMB,APAC,FinTech,Core,outbound,245.22,3758,0,1,MQL,6644.68,R031,24,open,0,664.47
2025-03-24,A01168,SMB,NA,Ecommerce,Add-on A,paid_social,182.32,3196,38,4,SAL,1607.82,R039,27,open,0,321.56
2025-03-25,A00392,SMB,NA,HealthTech,Core,paid_social,365.29,6922,83,4,Commit,7882.09,R007,70,open,0,0.0
2025-03-26,A01075,SMB,EMEA,SaaS,Core,outbound,275.89,3607,0,1,SQL,7019.14,R024,38,open,0,0.0
2025-03-27,A01183,Mid-Market,NA,Ecommerce,Core,partner,29.04,379,0,1,MQL,40483.52,R044,57,open,0,8096.7
2025-03-28,A00674,SMB,APAC,FinTech,Core,paid_search,38.17,375,13,2,Proposal,7778.92,R023,44,open,1,777.89
2025-03-29,A01105,Enterprise,NA,AI/ML,Add-on B,paid_search,80.37,830,29,3,Commit,45158.25,R036,138,open,0,0.0
2025-03-30,A00409,Mid-Market,NA,AI/ML,Core,paid_search,194.95,1799,62,8,Proposal,35616.08,R003,63,open,0,3561.61
2025-03-31,A00119,Mid-Market,EMEA,SaaS,Core,outbound,67.73,1335,0,0,Proposal,36800.43,R016,74,open,1,0.0
2025-04-01,A00145,Mid-Market,EMEA,Ecommerce,Core,paid_social,153.03,1458,17,0,Proposal,29147.54,R003,47,open,0,0.0
2025-04-02,A00671,Mid-Market,EMEA,FinTech,Core,paid_social,290.63,4963,59,1,SQL,38378.73,R032,67,open,0,3837.87
2025-04-03,A01354,Mid-Market,NA,Ecommerce,Add-on B,paid_search,507.85,5999,209,31,MQL,11970.44,R026,89,open,0,2394.09
2025-04-04,A00192,Enterprise,LATAM,HealthTech,Add-on A,referral,45.12,651,0,0,Commit,28640.79,R009,108,open,1,2864.08
2025-04-05,A00684,Mid-Market,APAC,FinTech,Add-on B,paid_social,146.15,2699,32,1,MQL,13198.46,R036,55,open,0,1319.85
2025-04-06,A01056,Mid-Market,APAC,Ecommerce,Core,outbound,135.09,2598,0,0,Proposal,35968.27,R024,63,open,0,0.0
2025-04-07,A00304,Mid-Market,EMEA,FinTech,Core,paid_search,63.35,689,24,3,MQL,37652.55,R034,65,open,0,0.0
2025-04-08,A01082,Mid-Market,EMEA,AI/ML,Core,paid_search,143.24,2712,94,10,SQL,39211.46,R032,86,open,0,0.0
2025-04-09,A00459,SMB,EMEA,AI/ML,Core,paid_search,1128.27,12438,435,52,Proposal,8086.87,R042,50,open,0,0.0
2025-04-10,A01213,Mid-Market,NA,SaaS,Add-on B,paid_social,617.0,10894,130,7,Proposal,12070.19,R011,83,open,0,0.0
2025-04-11,A00869,Mid-Market,NA,Ecommerce,Core,paid_social,452.05,3699,44,0,MQL,37743.35,R023,75,open,0,0.0
2025-04-12,A00820,Enterprise,EMEA,AI/ML,Core,paid_search,356.18,5137,179,17,SQL,118982.38,R008,110,open,0,0.0
2025-04-13,A00265,Mid-Market,NA,SaaS,Core,paid_social,215.68,3603,43,1,MQL,36245.07,R028,63,open,0,0.0
2025-04-14,A00695,Mid-Market,NA,Ecommerce,Add-on A,paid_search,275.72,4981,174,21,MQL,8552.98,R016,81,open,0,855.3
2025-04-15,A01285,Enterprise,APAC,AI/ML,Core,paid_social,403.81,7306,87,4,SAL,115982.11,R028,143,open,1,11598.21
2025-04-16,A00030,Mid-Market,NA,FinTech,Add-on A,paid_search,548.68,6357,222,24,Closed-Lost,9454.76,R004,60,closed,0,0.0
2025-04-17,A01138,SMB,EMEA,HealthTech,Add-on A,paid_search,404.22,7372,258,33,Closed-Lost,2019.29,R017,29,closed,0,201.93
2025-04-18,A00739,SMB,EMEA,Ecommerce,Add-on A,paid_search,456.18,5421,189,16,SAL,2294.24,R021,27,open,0,0.0
2025-04-19,A01079,SMB,NA,FinTech,Core,outbound,69.54,751,0,1,Proposal,8779.03,R001,57,open,1,0.0
2025-04-20,A00995,SMB,APAC,FinTech,Core,partner,28.92,231,0,0,MQL,7924.2,R006,44,open,0,792.42
2025-04-21,A00648,SMB,NA,FinTech,Core,outbound,195.53,2117,0,0,MQL,7085.47,R037,53,open,0,1417.09
2025-04-22,A00463,Mid-Market,APAC,FinTech,Add-on B,paid_search,219.24,2065,72,9,SQL,11298.42,R022,67,open,0,0.0
2025-04-23,A00941,Mid-Market,APAC,Ecommerce,Add-on B,partner,6.7,107,0,0,Proposal,12350.24,R003,84,open,0,1235.02
2025-04-24,A00211,SMB,NA,FinTech,Core,partner,9.33,90,0,0,SQL,7300.06,R007,40,open,0,730.01
2025-04-25,A00876,Mid-Market,NA,FinTech,Core,paid_social,179.0,2689,32,1,MQL,29653.58,R043,51,open,0,0.0
2025-04-26,A00142,SMB,NA,AI/ML,Core,paid_search,27.25,259,9,0,MQL,8541.09,R008,58,open,0,0.0
2025-04-27,A00975,Enterprise,NA,HealthTech,Core,outbound,80.03,1316,0,0,MQL,111651.73,R038,119,open,0,11165.17
2025-04-28,A00943,SMB,NA,AI/ML,Core,partner,20.67,236,0,0,Proposal,6496.79,R011,40,open,0,0.0
2025-04-29,A00127,Mid-Market,LATAM,Ecommerce,Core,outbound,198.03,2317,0,1,MQL,34116.28,R005,79,open,0,0.0
2025-04-30,A01136,SMB,NA,AI/ML,Add-on A,outbound,120.9,1896,0,1,SAL,2227.45,R037,23,open,0,0.0
2025-05-01,A00624,Mid-Market,APAC,SaaS,Core,outbound,111.59,2150,0,0,SAL,32756.47,R006,81,open,0,0.0
2025-05-02,A01180,SMB,NA,AI/ML,Core,partner,6.79,135,0,1,MQL,9287.46,R036,36,open,0,0.0
2025-05-03,A00063,Mid-Market,LATAM,AI/ML,Core,paid_search,363.67,4468,156,14,MQL,39939.11,R033,72,open,0,0.0
2025-05-04,A00270,SMB,NA,SaaS,Core,paid_search,282.82,5474,191,33,SQL,9246.01,R044,62,open,0,0.0
2025-05-05,A00741,Enterprise,NA,FinTech,Add-on A,referral,38.12,585,0,0,MQL,32013.48,R024,129,open,0,3201.35
2025-05-06,A00283,Mid-Market,EMEA,HealthTech,Core,paid_search,635.54,11997,419,51,SAL,39292.33,R041,72,open,0,0.0
2025-05-07,A00495,Mid-Market,NA,HealthTech,Core,paid_social,215.18,1793,21,2,Closed-Lost,33445.65,R029,73,closed,0,0.0
2025-05-08,A00991,Enterprise,APAC,Ecommerce,Core,paid_social,183.83,1543,18,2,MQL,129274.51,R001,81,open,0,12927.45
2025-05-09,A00217,Enterprise,NA,Ecommerce,Core,paid_search,667.08,5933,207,20,MQL,106747.23,R013,107,open,0,0.0
2025-05-10,A01016,SMB,EMEA,FinTech,Add-on A,paid_search,146.2,2580,90,4,SQL,1763.78,R001,47,open,0,0.0
2025-05-11,A00156,SMB,EMEA,Ecommerce,Core,events,589.85,5695,0,1,SAL,9419.57,R039,33,open,0,0.0
2025-05-12,A00263,SMB,EMEA,AI/ML,Core,paid_social,370.29,3746,44,3,Closed-Lost,8156.21,R018,25,closed,1,0.0
2025-05-13,A00881,SMB,NA,HealthTech,Core,events,581.77,8740,0,1,MQL,6629.37,R024,52,open,0,0.0
2025-05-14,A01190,Mid-Market,NA,AI/ML,Core,paid_social,205.96,4013,48,3,Commit,30762.21,R036,94,open,0,3076.22
2025-05-15,A00256,Enterprise,NA,Ecommerce,Core,partner,13.62,201,0,1,SAL,118144.29,R025,109,open,0,23628.86
2025-05-16,A00450,Enterprise,NA,AI/ML,Core,events,637.12,10698,0,0,MQL,136602.84,R041,133,open,0,0.0
2025-05-17,A01387,Mid-Market,NA,AI/ML,Add-on B,partner,29.79,305,0,2,SAL,16217.34,R044,85,open,0,0.0
2025-05-18,A01484,Mid-Market,LATAM,SaaS,Core,paid_social,348.75,6615,79,4,SAL,29588.41,R009,60,open,0,0.0
2025-05-19,A00872,Enterprise,EMEA,AI/ML,Core,paid_search,543.28,4710,164,14,MQL,98977.37,R034,109,open,0,9897.74
2025-05-20,A00671,Enterprise,EMEA,SaaS,Core,outbound,45.98,523,0,0,MQL,101841.03,R009,147,open,0,0.0
2025-05-21,A00520,SMB,NA,AI/ML,Add-on A,referral,59.83,804,0,0,MQL,2137.12,R031,28,open,0,213.71
2025-05-22,A00919,Mid-Market,NA,AI/ML,Core,paid_search,377.25,4041,141,17,SAL,35459.61,R024,65,open,0,7091.92
2025-05-23,A00886,Enterprise,EMEA,FinTech,Add-on B,outbound,416.07,6642,0,0,MQL,52567.51,R039,149,open,0,0.0
2025-05-24,A00442,SMB,NA,SaaS,Core,outbound,186.42,3009,0,0,MQL,8298.75,R008,36,open,0,0.0
2025-05-25,A00035,SMB,NA,HealthTech,Add-on A,paid_search,440.75,4646,162,13,MQL,1676.71,R044,65,open,1,167.67
2025-05-26,A00228,Enterprise,EMEA,FinTech,Add-on A,events,72.72,589,0,0,SQL,27091.58,R023,104,open,0,0.0
2025-05-27,A01437,Enterprise,EMEA,HealthTech,Core,paid_search,231.14,2055,71,7,Closed-Lost,111914.47,R036,122,closed,0,0.0
2025-05-28,A00627,Enterprise,LATAM,SaaS,Core,paid_search,224.73,1799,62,6,MQL,129969.43,R036,136,open,0,12996.94
2025-05-29,A00723,Mid-Market,NA,SaaS,Core,referral,10.96,206,0,0,Closed-Lost,36355.93,R036,67,closed,0,0.0
2025-05-30,A00701,SMB,EMEA,HealthTech,Add-on A,paid_social,485.02,7498,89,6,SQL,2357.46,R011,46,open,0,0.0
2025-05-31,A01174,SMB,NA,Ecommerce,Add-on B,outbound,5.62,54,0,0,Commit,2746.27,R009,56,open,0,0.0
2025-06-01,A00098,Mid-Market,NA,FinTech,Core,outbound,184.89,1684,0,0,SAL,41140.77,R005,61,open,0,0.0
2025-06-02,A00125,Mid-Market,APAC,FinTech,Core,partner,50.1,892,0,0,SAL,31082.11,R039,108,open,0,3108.21
2025-06-03,A00414,Mid-Market,NA,SaaS,Core,paid_social,410.69,7282,87,1,Proposal,32808.54,R027,90,open,0,3280.85
2025-06-04,A00730,Mid-Market,EMEA,FinTech,Core,paid_social,178.61,3416,40,1,SAL,28484.11,R039,69,open,0,2848.41
2025-06-05,A01007,SMB,NA,FinTech,Core,paid_social,52.75,522,6,0,Commit,7348.89,R015,41,open,0,0.0
2025-06-06,A00736,Mid-Market,NA,FinTech,Core,outbound,49.66,708,0,0,Commit,30795.89,R027,103,open,0,3079.59
2025-06-07,A00662,SMB,LATAM,FinTech,Core,paid_social,247.16,2337,28,2,SAL,7095.2,R003,39,open,0,709.52
2025-06-08,A01406,SMB,NA,FinTech,Add-on B,outbound,145.3,2549,0,1,SAL,3292.42,R029,37,open,0,0.0
2025-06-09,A00242,SMB,APAC,Ecommerce,Add-on A,paid_social,161.47,2091,25,1,SAL,2224.63,R040,62,open,0,0.0
2025-06-10,A00858,SMB,NA,FinTech,Add-on A,paid_search,222.35,3635,127,15,SQL,2195.97,R028,23,open,1,0.0
2025-06-11,A00813,Enterprise,LATAM,Ecommerce,Core,referral,7.34,61,0,0,SQL,135799.09,R038,118,open,0,0.0
2025-06-12,A00710,SMB,NA,Ecommerce,Add-on B,referral,51.71,896,0,2,SQL,3496.11,R024,46,open,0,0.0
2025-06-13,A01211,SMB,NA,Ecommerce,Core,paid_social,161.69,1738,20,0,MQL,9524.82,R020,34,open,0,0.0
2025-06-14,A00401,Mid-Market,APAC,HealthTech,Core,outbound,38.54,698,0,1,Closed-Won,28258.63,R009,51,closed,0,0.0
2025-06-15,A01430,Mid-Market,NA,AI/ML,Core,paid_social,372.54,3811,45,3,MQL,41830.55,R011,76,open,1,0.0
2025-06-16,A00498,SMB,NA,FinTech,Add-on B,outbound,288.35,5040,0,0,MQL,3084.58,R029,55,open,0,0.0
2025-06-17,A00817,SMB,LATAM,AI/ML,Core,paid_social,251.86,2420,29,0,MQL,7928.97,R018,34,open,0,0.0
2025-06-18,A00781,SMB,EMEA,FinTech,Add-on A,events,225.71,3602,0,3,MQL,2061.88,R017,27,open,1,0.0
2025-06-19,A01274,Mid-Market,EMEA,SaaS,Add-on A,paid_search,591.86,10269,359,35,SAL,7029.83,R025,93,open,0,702.98
2025-06-20,A00658,SMB,EMEA,AI/ML,Add-on A,paid_search,265.85,3359,117,9,MQL,1745.37,R024,52,open,0,0.0
2025-06-21,A00427,SMB,APAC,AI/ML,Add-on A,outbound,95.67,1045,0,0,MQL,1956.78,R036,39,open,0,195.68
2025-06-22,A00033,SMB,APAC,SaaS,Add-on B,paid_social,290.5,3525,42,2,MQL,3544.98,R040,58,open,1,354.5
2025-06-23,A00546,Mid-Market,EMEA,HealthTech,Core,paid_search,82.16,949,33,3,MQL,40181.23,R006,78,open,1,4018.12
2025-06-24,A01239,SMB,NA,HealthTech,Core,paid_search,176.28,2749,96,12,Closed-Lost,6872.75,R005,71,closed,0,687.27
2025-06-25,A00015,Enterprise,NA,FinTech,Add-on A,paid_social,181.26,1546,18,0,SAL,27155.84,R037,129,open,0,0.0
2025-06-26,A01344,SMB,EMEA,HealthTech,Core,outbound,118.04,1003,0,1,MQL,8343.59,R043,24,open,0,0.0
2025-06-27,A00814,Mid-Market,APAC,Ecommerce,Core,paid_social,254.15,2910,34,3,SAL,33053.76,R024,65,open,0,3305.38
2025-06-28,A00211,SMB,EMEA,HealthTech,Add-on A,outbound,145.07,1642,0,0,SQL,1838.33,R026,35,open,0,0.0
2025-06-29,A00453,SMB,NA,HealthTech,Core,referral,0.79,8,0,0,SAL,7626.63,R032,49,open,0,0.0
2025-06-30,A00831,SMB,NA,AI/ML,Add-on A,paid_social,322.35,5351,64,4,MQL,2161.28,R042,40,open,0,0.0
2025-07-01,A00474,Enterprise,EMEA,FinTech,Core,referral,0.45,3,0,0,SQL,105532.8,R016,103,open,1,0.0
2025-07-02,A00163,Enterprise,APAC,Ecommerce,Add-on B,paid_search,190.47,3636,127,11,MQL,39588.6,R009,128,open,0,7917.72
2025-07-03,A00999,SMB,NA,FinTech,Core,paid_social,167.91,2869,34,0,MQL,6411.06,R036,60,open,0,641.11
2025-07-04,A01008,SMB,EMEA,AI/ML,Core,paid_search,38.47,493,17,0,Closed-Lost,8085.34,R003,43,closed,0,0.0
2025-07-05,A00179,Enterprise,APAC,FinTech,Add-on B,paid_search,134.74,2466,86,8,SAL,43200.33,R005,123,open,0,0.0
2025-07-06,A00422,Mid-Market,LATAM,AI/ML,Core,paid_search,261.56,4032,141,10,MQL,35862.94,R028,60,open,0,3586.29
2025-07-07,A00366,SMB,NA,Ecommerce,Core,paid_search,153.28,2275,79,6,MQL,9219.17,R014,37,open,1,0.0
2025-07-08,A00989,SMB,LATAM,FinTech,Core,referral,9.67,113,0,0,SQL,7339.71,R024,37,open,0,0.0
2025-07-09,A01095,Mid-Market,EMEA,Ecommerce,Core,events,53.0,845,0,1,MQL,30569.99,R022,83,open,0,0.0
2025-07-10,A01090,Mid-Market,APAC,FinTech,Core,partner,17.53,169,0,0,MQL,28022.05,R033,78,open,0,5604.41
2025-07-11,A01408,Mid-Market,NA,FinTech,Core,events,1209.94,17300,0,0,MQL,41738.94,R008,70,open,0,0.0
2025-07-12,A01153,Enterprise,EMEA,FinTech,Add-on B,outbound,39.36,369,0,0,MQL,48323.07,R027,114,open,0,0.0
2025-07-13,A00481,Mid-Market,EMEA,Ecommerce,Core,paid_search,229.42,3060,107,14,SAL,39229.32,R033,45,open,0,0.0
2025-07-14,A00162,SMB,NA,FinTech,Core,events,793.69,12219,0,2,MQL,9145.92,R023,69,open,0,914.59
2025-07-15,A00922,Mid-Market,NA,HealthTech,Core,paid_social,344.4,3397,40,2,SAL,41933.0,R014,43,open,0,0.0
2025-07-16,A01374,SMB,EMEA,HealthTech,Core,partner,1.13,12,0,0,MQL,9150.83,R040,51,open,0,0.0
2025-07-17,A01462,SMB,EMEA,SaaS,Core,partner,115.43,2049,0,1,Closed-Lost,7340.99,R006,45,closed,0,0.0
2025-07-18,A00346,SMB,NA,FinTech,Add-on B,paid_search,678.38,7508,262,26,SQL,3282.39,R015,41,open,0,656.48
2025-07-19,A00355,SMB,NA,FinTech,Add-on A,outbound,264.43,2418,0,0,MQL,2370.19,R025,44,open,0,0.0
2025-07-20,A00057,Mid-Market,NA,FinTech,Core,outbound,41.78,500,0,0,MQL,36867.29,R012,65,open,1,0.0
2025-07-21,A00212,SMB,LATAM,AI/ML,Add-on A,events,747.54,14369,0,1,SQL,2215.25,R029,54,open,0,0.0
2025-07-22,A00832,SMB,LATAM,FinTech,Core,paid_search,71.14,1161,40,8,SQL,9301.32,R036,25,open,0,0.0
2025-07-23,A00820,Mid-Market,NA,HealthTech,Core,outbound,130.17,1940,0,0,MQL,36591.14,R024,79,open,1,7318.23
2025-07-24,A00557,Mid-Market,NA,Ecommerce,Add-on A,outbound,60.6,1095,0,0,MQL,9423.63,R016,64,open,0,0.0
2025-07-25,A00465,Mid-Market,NA,Ecommerce,Core,paid_social,199.95,3183,38,2,SAL,36235.83,R027,68,open,0,0.0
2025-07-26,A01244,Enterprise,EMEA,Ecommerce,Core,events,621.61,11023,0,0,MQL,112254.6,R025,114,open,1,0.0
2025-07-27,A00690,Mid-Market,APAC,HealthTech,Add-on B,paid_search,1185.7,18835,659,68,MQL,12593.25,R036,72,open,1,0.0
2025-07-28,A01212,SMB,EMEA,AI/ML,Core,partner,0.33,6,0,0,MQL,8427.31,R028,52,open,0,0.0
2025-07-29,A01444,Mid-Market,NA,AI/ML,Core,paid_search,177.56,2750,96,11,Proposal,41735.73,R001,74,open,0,8347.15
2025-07-30,A00476,Mid-Market,NA,FinTech,Core,paid_search,252.09,2818,98,7,MQL,40825.92,R013,88,open,0,0.0
2025-07-31,A00304,SMB,NA,SaaS,Add-on A,paid_social,255.87,2173,26,3,MQL,1767.89,R017,60,open,1,0.0
2025-08-01,A01429,SMB,APAC,FinTech,Add-on A,referral,29.87,276,0,1,MQL,2274.21,R016,49,open,0,0.0
2025-08-02,A00952,SMB,EMEA,AI/ML,Add-on B,outbound,106.9,1512,0,0,SAL,2587.02,R038,55,open,0,517.4
2025-08-03,A00437,Mid-Market,EMEA,AI/ML,Core,paid_search,485.96,9554,334,38,SAL,36252.28,R002,105,open,0,7250.46
2025-08-04,A00933,SMB,NA,Ecommerce,Add-on A,paid_search,1016.54,17396,608,80,SQL,2344.27,R033,23,open,0,468.85
2025-08-05,A00773,SMB,LATAM,Ecommerce,Core,outbound,68.69,1188,0,0,SAL,9469.87,R013,61,open,1,0.0
2025-08-06,A01358,Enterprise,NA,FinTech,Core,paid_social,61.27,978,11,0,SAL,124946.78,R025,143,open,0,12494.68
2025-08-07,A00384,Enterprise,APAC,HealthTech,Core,paid_search,295.46,5566,194,10,SAL,126279.09,R015,126,open,0,0.0
2025-08-08,A01487,SMB,APAC,SaaS,Add-on A,partner,26.68,448,0,0,Closed-Won,1911.93,R004,73,closed,0,0.0
2025-08-09,A01404,Enterprise,EMEA,HealthTech,Core,paid_search,888.54,9863,345,18,Commit,130734.65,R001,146,open,0,0.0
2025-08-10,A00271,SMB,APAC,SaaS,Core,events,628.94,8801,0,1,MQL,7186.27,R018,39,open,0,0.0
2025-08-11,A00247,Enterprise,NA,SaaS,Core,paid_search,358.43,4606,161,12,SQL,97625.82,R037,116,open,1,0.0
2025-08-12,A00800,Enterprise,EMEA,AI/ML,Core,outbound,33.67,336,0,0,MQL,136094.59,R016,127,open,0,0.0
2025-08-13,A00068,SMB,NA,AI/ML,Add-on B,outbound,199.03,2123,0,1,MQL,2637.26,R039,35,open,0,0.0
2025-08-14,A00448,Mid-Market,EMEA,Ecommerce,Add-on A,paid_social,154.85,1768,21,0,MQL,9326.48,R041,115,open,0,0.0
2025-08-15,A00653,Enterprise,NA,Ecommerce,Core,outbound,204.93,2066,0,0,Proposal,116972.68,R008,131,open,0,0.0
2025-08-16,A01454,Enterprise,NA,FinTech,Add-on A,partner,28.79,305,0,0,Closed-Won,24519.08,R037,120,closed,0,0.0
2025-08-17,A01488,Enterprise,NA,HealthTech,Core,referral,18.1,343,0,0,SQL,103671.16,R027,98,open,0,0.0
2025-08-18,A00228,Mid-Market,NA,Ecommerce,Add-on A,paid_social,228.39,2767,33,2,SQL,7352.52,R025,78,open,0,0.0
2025-08-19,A01337,SMB,EMEA,HealthTech,Core,paid_social,199.78,3582,42,0,MQL,7086.1,R020,27,open,0,0.0
2025-08-20,A00137,Enterprise,EMEA,FinTech,Core,referral,11.0,96,0,0,Closed-Won,126493.29,R042,131,closed,0,0.0
2025-08-21,A01123,Mid-Market,NA,FinTech,Core,paid_search,260.97,5162,180,15,MQL,35988.7,R006,37,open,0,0.0
2025-08-22,A01268,Mid-Market,LATAM,AI/ML,Core,paid_search,43.65,749,26,5,Closed-Won,34061.1,R001,95,closed,0,0.0
2025-08-23,A01336,SMB,LATAM,FinTech,Core,paid_search,205.05,3871,135,15,MQL,9097.77,R002,38,open,0,909.78
2025-08-24,A00335,Mid-Market,NA,AI/ML,Core,referral,26.37,377,0,0,MQL,38543.09,R039,49,open,0,3854.31
2025-08-25,A01340,SMB,NA,Ecommerce,Add-on B,paid_search,91.15,1423,49,5,SAL,3433.86,R030,44,open,0,0.0
2025-08-26,A00174,Mid-Market,EMEA,AI/ML,Core,paid_social,101.34,1249,14,0,MQL,36384.09,R023,75,open,0,0.0
2025-08-27,A00778,SMB,APAC,HealthTech,Core,outbound,108.84,1435,0,0,MQL,8627.55,R004,44,open,0,0.0
2025-08-28,A00704,Mid-Market,NA,FinTech,Core,paid_search,89.39,1520,53,8,SQL,31172.31,R006,95,open,0,0.0
2025-08-29,A00474,Enterprise,APAC,SaaS,Core,paid_social,308.1,2649,31,2,SQL,108471.44,R040,125,open,1,10847.14
2025-08-30,A00034,Mid-Market,NA,HealthTech,Core,paid_social,123.13,1039,12,0,MQL,32173.61,R039,86,open,0,6434.72
2025-08-31,A01158,Mid-Market,NA,FinTech,Core,paid_search,128.57,2378,83,9,SAL,38374.88,R035,71,open,0,0.0
2025-09-01,A00504,SMB,APAC,SaaS,Add-on A,partner,7.86,73,0,0,SAL,1945.82,R039,51,open,1,194.58
2025-09-02,A00992,Enterprise,EMEA,AI/ML,Core,paid_search,160.4,2671,93,7,MQL,142056.18,R032,100,open,0,0.0
2025-09-03,A00615,Mid-Market,APAC,AI/ML,Add-on B,referral,15.94,165,0,0,SAL,11425.13,R034,78,open,0,1142.51
2025-09-04,A00561,SMB,NA,FinTech,Core,paid_social,356.26,4415,52,3,SQL,7626.13,R038,33,open,0,0.0
2025-09-05,A01329,SMB,NA,Ecommerce,Core,paid_search,175.91,2026,70,8,Commit,6895.13,R020,64,open,0,0.0
2025-09-06,A00142,SMB,NA,HealthTech,Core,paid_search,158.54,2201,77,7,SAL,9012.23,R005,46,open,1,901.22
2025-09-07,A01105,Mid-Market,NA,HealthTech,Add-on A,events,1767.74,31677,0,0,SQL,8678.63,R006,84,open,0,0.0
2025-09-08,A01120,Enterprise,NA,Ecommerce,Add-on A,paid_social,361.81,6695,80,2,SAL,31440.2,R028,123,open,0,6288.04
2025-09-09,A00570,Mid-Market,EMEA,HealthTech,Core,paid_search,89.96,959,33,3,SQL,36371.29,R009,102,open,0,0.0
2025-09-10,A00394,SMB,EMEA,AI/ML,Core,partner,1.54,18,0,1,Proposal,6653.01,R010,21,open,1,1330.6
2025-09-11,A00008,Enterprise,EMEA,SaaS,Core,paid_social,568.72,10261,123,7,SAL,133619.43,R039,118,open,0,13361.94
2025-09-12,A01405,SMB,NA,Ecommerce,Core,partner,64.14,582,0,0,MQL,9030.33,R023,30,open,0,0.0
2025-09-13,A01421,Enterprise,NA,AI/ML,Add-on B,paid_search,193.68,1821,63,6,Commit,50062.83,R021,89,open,0,0.0
2025-09-14,A00362,SMB,EMEA,AI/ML,Core,paid_search,795.28,10939,382,46,SQL,7299.03,R016,29,open,0,1459.81
2025-09-15,A00048,Mid-Market,NA,SaaS,Core,events,911.39,15932,0,0,SQL,38137.29,R012,92,open,0,0.0
2025-09-16,A00185,Enterprise,APAC,SaaS,Add-on B,paid_search,281.31,3384,118,13,SAL,51852.78,R006,119,open,0,0.0
2025-09-17,A00102,SMB,NA,Ecommerce,Add-on A,paid_search,160.4,1416,49,5,MQL,2330.03,R042,41,open,0,0.0
2025-09-18,A01246,Mid-Market,EMEA,AI/ML,Add-on A,paid_search,457.11,8965,313,30,SAL,7410.67,R033,86,open,0,0.0
2025-09-19,A01337,Enterprise,APAC,AI/ML,Core,paid_search,434.16,8364,292,20,SAL,139670.58,R038,121,open,0,0.0
2025-09-20,A00230,SMB,EMEA,AI/ML,Core,outbound,131.39,2078,0,0,MQL,9238.63,R014,54,open,0,0.0
2025-09-21,A01120,SMB,EMEA,SaaS,Core,paid_social,1096.45,17743,212,10,MQL,7352.09,R005,49,open,0,0.0
2025-09-22,A00269,Mid-Market,EMEA,HealthTech,Core,partner,21.75,417,0,1,Proposal,38026.77,R006,83,open,0,0.0
2025-09-23,A00551,SMB,NA,Ecommerce,Core,paid_search,179.46,2822,98,10,SAL,7243.87,R043,38,open,0,0.0
2025-09-24,A00899,SMB,EMEA,Ecommerce,Core,paid_social,53.14,927,11,2,SQL,7152.31,R039,60,open,0,0.0
2025-09-25,A01080,Mid-Market,APAC,Ecommerce,Core,paid_social,382.53,5187,62,3,MQL,36981.49,R041,56,open,1,0.0
2025-09-26,A01311,Mid-Market,LATAM,FinTech,Core,events,687.76,7383,0,0,SAL,28700.47,R006,73,open,0,0.0
2025-09-27,A00068,SMB,NA,HealthTech,Core,referral,1.89,34,0,0,MQL,6708.73,R019,61,open,1,0.0
2025-09-28,A00295,SMB,NA,HealthTech,Core,referral,9.29,150,0,1,SQL,8512.46,R010,42,open,0,1702.49
2025-09-29,A00421,Enterprise,APAC,AI/ML,Core,paid_search,59.37,681,23,2,SAL,141689.72,R026,113,open,0,0.0
2025-09-30,A00466,Mid-Market,EMEA,FinTech,Core,paid_social,218.6,3383,40,1,SAL,28476.54,R002,109,open,0,2847.65
2025-10-01,A01497,Enterprise,NA,FinTech,Add-on A,referral,3.08,54,0,0,Closed-Lost,24275.02,R018,141,closed,0,0.0
2025-10-02,A01166,SMB,NA,SaaS,Add-on A,paid_search,183.76,2066,72,11,MQL,1659.82,R023,47,open,0,165.98
2025-10-03,A00481,Enterprise,NA,SaaS,Core,events,367.07,6320,0,0,SAL,96079.89,R012,105,open,0,9607.99
2025-10-04,A01457,Mid-Market,EMEA,AI/ML,Core,paid_search,75.87,672,23,2,SQL,40996.37,R037,44,open,1,12298.91
2025-10-05,A00749,SMB,NA,AI/ML,Core,paid_social,234.82,3639,43,0,SAL,7916.93,R004,55,open,0,0.0
2025-10-06,A00751,Enterprise,NA,FinTech,Core,paid_social,215.26,4302,51,2,SQL,129221.45,R038,138,open,0,25844.29
2025-10-07,A00651,Mid-Market,NA,Ecommerce,Core,paid_social,334.01,6144,73,1,Closed-Lost,33829.42,R001,80,closed,0,3382.94
2025-10-08,A00216,SMB,LATAM,HealthTech,Add-on B,referral,39.57,732,0,0,SQL,3836.47,R033,19,open,0,767.29
2025-10-09,A01401,SMB,NA,AI/ML,Core,events,3085.05,49867,0,0,MQL,7935.78,R030,47,open,0,0.0
2025-10-10,A00021,Mid-Market,NA,FinTech,Core,partner,50.93,689,0,2,MQL,41149.72,R021,67,open,0,0.0
